id,id_client,id_product,qtd,total,sale_date,cambio
1320,13,72,5,473406.85,2024-03-05,4.9488
1321,8,2,14,195974.0,2024-01-05,4.8899
1322,12,139,13,17596.85,2023-11-03,4.891
1323,22,98,5,376965.7,2023-09-18,4.8535
1324,2,8,6,29905.0,2024-12-30,6.1923
1325,48,45,10,99037.0,2023-02-04,5.103
1326,11,139,6,8121.55,2024-08-21,5.4707
1327,48,91,13,1753518.0,2023-10-28,4.948
1328,33,48,12,176836.0,2023-07-14,4.7957
1329,41,92,4,337645.2,2024-10-24,5.7087
1330,31,51,5,304755.25,2023-07-28,4.7253
1331,46,96,2,134179.9,2023-10-02,5.0679
1332,14,102,13,10275.2,2023-01-14,5.1146
1333,29,94,12,464559.5,2023-03-11,5.1822
1334,48,81,4,488594.0,2023-07-27,4.7202
1335,18,22,3,118359.0,2024-06-28,5.5589
1336,2,3,5,45121.0,2023-10-28,4.948
1337,19,22,15,591793.0,2024-02-06,4.9687
1338,3,142,10,7850.8,2023-04-26,5.0585
1339,15,142,8,6611.0,2024-05-01,5.1718
1340,39,138,11,46014.0,2024-02-10,4.9717
1341,35,56,3,122517.7,2023-05-04,5.0106
1342,6,136,12,23682.0,2023-09-11,4.9366
1343,29,124,12,45239.0,2023-06-30,4.8192
1344,36,125,11,37423.0,2023-05-29,4.9954
1345,15,98,6,476167.0,2024-11-21,5.8173
1346,48,43,10,333420.55,2023-01-19,5.2144
1347,33,125,10,32319.95,2024-05-17,5.1157
1348,15,66,10,119430.2,2024-06-14,5.363
1349,30,137,5,16080.65,2023-02-04,5.103
1350,42,96,15,1059313.0,2023-08-27,4.8772
1351,46,148,9,43070.0,2024-07-16,5.4274
1352,32,39,10,281511.6,2023-10-17,5.0384
1353,48,28,12,171103.0,2024-09-02,5.623
1354,13,48,11,153995.0,2023-04-30,5.0007
1355,39,20,5,146458.65,2024-08-18,5.4632
1356,33,30,11,354727.0,2023-01-17,5.1203
1357,20,23,1,10620.05,2024-11-01,5.8073
1358,16,122,12,15870.0,2023-09-28,5.0475
1359,16,141,4,19127.0,2024-08-09,5.5115
1360,14,30,2,61271.2,2024-06-03,5.2373
1361,11,28,15,203184.1,2023-03-17,5.2679
1362,5,55,7,769910.0,2023-02-18,5.2012
1363,26,32,11,130650.65,2023-01-23,5.1922
1364,3,129,11,34131.6,2023-05-29,4.9954
1365,37,111,7,28497.15,2023-07-22,4.7732
1366,13,85,9,347208.0,2023-03-27,5.2306
1367,39,120,3,9373.0,2023-10-26,5.0055
1368,47,20,15,462502.0,2023-11-07,4.867
1369,46,89,1,74744.1,2024-10-31,5.7779
1370,29,93,5,502385.0,2024-09-28,5.4431
1371,32,131,14,12815.5,2023-12-17,4.9397
1372,12,136,8,14998.6,2024-01-08,4.885
1373,44,144,15,33212.0,2023-08-28,4.8938
1374,38,122,9,11902.0,2023-11-03,4.891
1375,46,110,8,18965.8,2024-05-24,5.1508
1376,1,92,6,533125.0,2024-06-28,5.5589
1377,18,107,8,11501.65,2024-04-26,5.1184
1378,23,45,15,141128.2,2024-12-10,6.0529
1379,8,28,12,162547.85,2024-11-09,5.7648
1380,31,88,4,193346.0,2023-05-10,4.9547
1381,18,27,4,62743.7,2024-02-07,4.9608
1382,1,79,12,754073.9,2024-01-25,4.9232
1383,8,65,13,332250.0,2023-04-15,4.9455
1384,21,57,11,1306696.0,2023-01-04,5.4459
1385,5,26,11,180609.25,2024-08-06,5.6528
1386,30,114,13,9871.45,2023-02-19,5.2012
1387,2,146,11,5183.2,2024-04-16,5.2635
1388,34,124,2,7540.0,2024-07-09,5.4387
1389,5,43,2,66684.3,2024-11-25,5.8002
1390,39,38,2,50275.9,2023-11-25,4.8927
1391,49,99,13,1394467.0,2023-10-19,5.054
1392,22,25,11,133391.0,2023-07-15,4.7957
1393,9,1,15,471996.1,2023-09-14,4.8751
1394,13,90,5,395487.0,2024-07-24,5.6346
1395,17,145,11,47848.0,2023-10-16,5.0618
1396,16,24,2,44140.8,2024-10-14,5.6045
1397,24,89,4,298976.4,2024-04-20,5.2269
1398,46,45,6,56450.9,2024-10-22,5.6958
1399,5,109,5,2958.3,2024-01-28,4.9125
1400,27,32,3,35631.65,2023-08-10,4.8518
1401,23,55,2,208975.3,2023-11-03,4.891
1402,9,83,13,1664827.5,2023-01-08,5.2855
1403,31,3,10,90242.0,2023-12-30,4.8413
1404,30,148,15,71783.0,2023-03-30,5.1254
1405,24,53,5,254956.25,2024-12-20,6.078
1406,7,100,2,198740.0,2023-02-03,5.103
1407,12,49,8,106114.0,2023-08-18,4.9724
1408,42,11,15,543479.0,2023-12-29,4.8413
1409,26,100,15,1490553.8,2024-07-22,5.5598
1410,31,134,15,70764.0,2023-05-17,4.9513
1411,15,63,8,1063677.95,2023-10-21,5.0528
1412,47,132,1,1484.85,2024-03-28,4.9962
1413,43,143,7,31055.0,2024-09-03,5.6224
1414,45,72,13,1295640.0,2024-12-11,6.032
1415,41,121,4,14777.0,2023-04-02,5.0804
1417,27,129,15,46543.35,2023-11-17,4.8849
1418,16,33,10,63800.1,2024-09-04,5.6359
1419,12,53,12,644100.0,2024-12-06,6.0293
1420,45,24,12,264846.7,2024-10-02,5.4305
1421,12,40,13,175173.35,2024-12-30,6.1923
1422,11,126,3,8031.0,2023-01-29,5.0767
1423,48,63,14,1861436.65,2023-11-23,4.8931
1424,37,129,10,32662.0,2023-08-12,4.8918
1425,36,137,14,45027.15,2024-09-21,5.4775
1426,19,22,11,433981.0,2023-07-06,4.8977
1427,33,134,7,33023.0,2024-08-17,5.4632
1428,29,43,4,140387.0,2024-07-02,5.6677
1429,47,17,6,80021.35,2024-09-16,5.5207
1430,21,108,11,34960.95,2023-09-27,5.0289
1431,18,4,1,3212.9,2024-01-10,4.8901
1432,26,57,1,118791.0,2024-11-16,5.7885
1433,47,50,9,96409.8,2024-07-11,5.41
1434,29,144,12,26570.0,2024-01-05,4.8899
1435,29,41,15,151050.0,2024-07-22,5.5598
1436,36,58,15,1632369.0,2023-12-25,4.8619
1437,35,47,12,69802.2,2024-05-08,5.0887
1438,47,22,10,394529.0,2024-01-03,4.9212
1439,8,109,6,3549.2,2023-10-16,5.0618
1440,39,23,13,138055.9,2024-09-05,5.6049
1441,11,16,4,120024.0,2023-04-08,5.0683
1443,24,120,15,46867.0,2023-11-23,4.8931
1444,24,33,8,53726.0,2024-05-22,5.1502
1445,27,70,4,130550.9,2023-08-29,4.8706
1446,10,22,15,562203.35,2024-07-02,5.6677
1447,10,84,11,453779.85,2024-03-09,4.9751
1448,40,132,5,7815.0,2023-07-31,4.7415
1449,33,101,2,880.65,2023-08-12,4.8918
1450,23,24,7,162625.0,2023-04-20,5.0497
1451,24,52,13,169245.35,2024-03-19,5.0352
1452,19,75,11,342429.4,2024-08-21,5.4707
1453,43,42,3,17080.05,2024-08-06,5.6528
1454,20,56,7,285874.95,2023-04-10,5.0834
1455,14,130,5,20720.0,2024-09-14,5.5717
1456,42,100,15,1490553.8,2024-03-11,4.9777
1458,41,127,8,12395.0,2023-03-23,5.2632
1459,5,133,4,7571.0,2024-10-01,5.4521
1460,18,4,13,43964.0,2023-07-25,4.7496
1461,10,87,3,200580.0,2024-05-05,5.0668
1462,32,3,2,17145.6,2024-06-27,5.5229
1463,26,107,10,14377.3,2024-06-18,5.4074
1464,24,12,9,24536.0,2024-04-11,5.0765
1465,8,132,11,17193.0,2024-05-30,5.1972
1466,41,20,10,292917.3,2023-09-30,5.0076
1467,5,80,9,1104864.25,2023-06-20,4.793
1468,31,69,15,678975.0,2023-04-04,5.0762
1469,45,124,1,3770.0,2023-06-24,4.7799
1470,36,77,7,297286.35,2023-02-07,5.1695
1471,46,68,9,571970.3,2023-02-23,5.133
1472,32,6,2,23640.0,2023-02-07,5.1695
1473,18,4,14,47346.0,2024-01-09,4.8937
1474,47,9,3,113160.2,2024-05-19,5.1157
1475,17,59,6,496847.15,2024-06-06,5.2681
1476,13,82,13,671243.0,2023-10-31,5.0575
1477,33,144,3,6642.0,2024-06-04,5.2687
1478,15,84,3,130272.0,2023-05-28,5.0114
1479,21,104,2,7054.7,2024-03-20,5.012
1480,21,95,5,349040.0,2023-07-31,4.7415
1481,22,44,4,41065.65,2023-07-13,4.8038
1482,36,99,15,1609000.0,2023-07-18,4.804
1483,43,12,4,10359.75,2023-08-16,4.9772
1484,16,104,3,10582.05,2024-09-11,5.6387
1485,8,31,15,118034.65,2023-04-06,5.0683
1486,11,127,9,13246.8,2023-11-22,4.8968
1487,49,129,13,40337.95,2023-07-03,4.7876
1488,28,148,15,68193.85,2023-01-26,5.0951
1489,30,26,6,103699.0,2024-08-28,5.5315
1490,27,82,14,722877.0,2023-01-09,5.2967
1491,19,87,10,668599.0,2023-06-15,4.8222
1492,45,28,3,42776.0,2023-07-20,4.7888
1493,10,26,11,190115.0,2024-06-21,5.4416
1494,21,51,9,577431.0,2024-12-18,6.1624
1495,35,30,1,30635.6,2024-02-21,4.9303
1496,44,81,2,232082.15,2023-01-19,5.2144
1497,37,67,10,814995.5,2023-12-10,4.9158
1498,9,127,6,8831.2,2024-05-03,5.0668
1499,44,39,7,197058.5,2023-11-21,4.8806
1500,46,130,7,29009.0,2023-08-25,4.8772
1501,44,128,8,37206.0,2024-05-23,5.1443
1502,43,8,1,4734.8,2024-03-02,4.9596
1503,25,32,8,95019.0,2023-01-06,5.2855
1504,29,108,15,50183.0,2024-07-01,5.5893
1505,38,25,14,169770.0,2023-08-31,4.9219
1506,39,125,10,34021.0,2023-06-16,4.8286
1507,7,110,5,12478.0,2023-07-20,4.7888
1508,2,117,9,35080.65,2023-07-01,4.8192
1509,42,129,12,37235.25,2024-07-31,5.6621
1510,8,38,2,52922.0,2024-07-30,5.6532
1511,26,150,14,21887.05,2023-05-02,5.0334
1512,8,73,11,1496021.05,2024-05-21,5.1037
1513,24,91,10,1281417.0,2024-10-02,5.4305
1514,24,8,5,23674.95,2023-09-01,4.9318
1515,46,76,1,140788.1,2023-07-27,4.7202
1516,2,116,7,18029.0,2024-11-13,5.7713
1517,37,110,11,27451.0,2023-02-14,5.1507
1518,16,144,6,13285.0,2024-04-12,5.1364
1519,17,31,4,31475.4,2024-01-25,4.9232
1520,30,45,4,37634.25,2023-03-04,5.2037
1521,49,7,7,136631.0,2023-06-22,4.775
1522,15,1,2,66245.0,2023-11-04,4.891
1523,45,68,3,200691.0,2023-12-14,4.8912
1524,29,103,12,21470.0,2023-01-31,5.0993
1525,30,37,9,51878.55,2023-04-19,5.0467
1526,26,139,6,8549.0,2023-06-24,4.7799
1527,48,135,8,12498.2,2023-02-06,5.1763
1528,35,98,3,238083.0,2023-02-15,5.2243
1529,7,24,14,308988.45,2024-12-07,6.0293
1530,20,30,10,322479.0,2023-10-10,5.0862
1531,48,11,11,398551.0,2023-04-26,5.0585
1532,46,137,10,33855.0,2023-12-23,4.8619
1533,46,21,9,74680.45,2023-07-31,4.7415
1534,18,84,4,165011.2,2024-09-26,5.4412
1535,7,110,3,7487.0,2024-04-19,5.2269
1536,40,25,3,36379.0,2023-10-28,4.948
1537,18,70,4,130550.9,2023-02-09,5.2315
1538,16,35,9,99050.0,2024-10-13,5.6263
1539,48,15,14,371067.15,2023-10-21,5.0528
1540,8,37,13,74936.0,2023-10-01,5.0076
1541,37,150,6,9874.0,2024-02-19,4.9585
1542,3,81,13,1508533.5,2023-05-07,4.9696
1543,42,69,15,678975.0,2023-04-10,5.0834
1544,44,27,10,165114.0,2024-03-13,4.9803
1545,8,18,3,75731.15,2023-04-24,5.0595
1546,5,10,6,182588.1,2024-07-16,5.4274
1547,49,71,14,1822437.0,2024-06-05,5.2841
1548,27,1,2,66245.0,2024-01-02,4.8916
1549,25,141,10,45427.1,2024-11-03,5.8073
1550,30,42,4,23971.0,2024-04-03,5.0724
1551,26,41,12,127200.0,2023-06-15,4.8222
1552,8,41,5,53000.0,2024-01-20,4.9223
1553,43,71,12,1562089.0,2023-06-16,4.8286
1554,34,108,4,13382.0,2024-04-07,5.052
1555,14,104,4,14852.0,2024-06-29,5.5589
1557,41,57,8,950325.0,2023-08-19,4.9724
1558,3,4,11,35340.95,2024-04-29,5.1155
1559,1,64,4,423720.9,2024-03-09,4.9751
1560,16,105,11,3405.0,2024-12-17,6.1685
1561,7,133,10,18927.0,2023-08-10,4.8518
1562,36,1,8,264980.0,2023-01-26,5.0951
1563,39,51,15,962385.0,2024-05-11,5.1464
1564,16,72,15,1420221.5,2024-09-25,5.4736
1565,40,120,2,5936.55,2023-01-22,5.1986
1566,28,50,7,74985.4,2023-08-17,4.9816
1567,2,88,8,367357.4,2023-05-28,5.0114
1568,7,115,14,11628.0,2024-10-04,5.4686
1569,7,61,15,420279.0,2023-07-29,4.7253
1570,3,4,7,22489.35,2024-04-18,5.2512
1571,6,34,11,51388.35,2023-01-11,5.202
1572,19,110,12,29946.0,2023-06-10,4.8922
1573,3,46,11,52079.95,2023-02-12,5.2526
1574,1,73,10,1431599.0,2023-06-21,4.7795
1575,47,87,9,601739.0,2024-04-10,5.0654
1576,48,129,8,26130.0,2024-02-26,4.9819
1577,30,31,9,74548.0,2024-01-24,4.9192
1578,49,2,11,153980.0,2024-01-19,4.9223
1579,21,79,9,595322.0,2024-06-01,5.2416
1580,33,134,2,8963.25,2023-10-16,5.0618
1581,13,146,4,1984.0,2024-01-30,4.9638
1582,39,64,4,446022.0,2024-10-25,5.6969
1583,25,100,8,836802.0,2023-10-19,5.054
1584,16,48,12,167994.2,2023-10-30,5.0074
1585,15,42,15,85398.35,2023-03-03,5.2037
1586,17,69,2,86003.5,2023-08-19,4.9724
1587,29,46,4,19935.0,2023-11-02,5.0194
1588,43,102,13,10816.0,2024-05-04,5.0668
1589,30,131,6,5782.0,2024-06-09,5.2802
1590,30,98,11,829323.4,2024-07-24,5.6346
1591,36,106,7,29159.3,2023-01-09,5.2967
1592,37,101,5,2317.0,2023-03-29,5.1493
1593,14,132,6,8909.1,2023-12-19,4.8663
1594,21,49,5,63004.95,2023-08-29,4.8706
1595,49,18,13,328169.9,2023-05-06,4.9696
1596,45,77,13,581161.0,2023-01-18,5.0909
1597,39,115,2,1577.95,2023-05-04,5.0106
1598,9,76,15,2222973.0,2024-07-19,5.5543
1599,14,76,12,1689460.05,2023-07-29,4.7253
1600,44,10,11,334744.85,2023-10-09,5.1666
1601,14,141,9,40884.2,2023-08-07,4.901
1602,5,45,15,141128.2,2024-08-14,5.4502
1603,7,18,6,159435.0,2023-08-16,4.9772
1604,30,55,4,439949.0,2024-02-04,4.9471
1605,9,95,7,464223.2,2024-05-09,5.1577
1606,18,99,8,858133.0,2023-06-06,4.9292
1607,17,13,2,15494.0,2023-06-08,4.9119
1608,31,15,9,251098.0,2024-08-25,5.5263
1609,7,108,8,25425.8,2024-10-11,5.6263
1610,3,74,15,1298378.0,2023-01-21,5.1986
1611,40,146,10,4712.0,2024-05-10,5.1464
1612,48,61,11,308205.0,2024-02-02,4.9471
1613,34,90,4,300569.55,2023-01-31,5.0993
1614,5,142,1,784.7,2024-08-11,5.5115
1615,15,63,4,559831.0,2024-10-30,5.7801
1616,25,93,13,1306201.0,2024-11-23,5.8124
1617,26,146,9,4464.0,2023-02-26,5.1791
1618,1,86,4,374093.0,2024-07-07,5.497
1619,43,140,8,23823.15,2024-07-13,5.4529
1620,35,135,3,4687.3,2024-11-15,5.7885
1621,20,70,2,65275.45,2024-05-26,5.1508
1622,20,94,10,387132.6,2023-09-30,5.0076
1623,2,10,7,224231.0,2024-01-06,4.8899
1624,43,65,7,178904.0,2023-03-18,5.2679
1625,38,130,14,58017.0,2023-08-26,4.8772
1626,29,35,10,110055.0,2024-01-31,4.9535
1627,21,89,15,1180171.0,2023-04-28,5.0007
1628,11,41,1,10070.0,2024-03-22,4.9897
1629,10,49,2,26528.0,2024-01-31,4.9535
1630,41,117,9,36927.0,2023-04-28,5.0007
1631,17,107,10,15134.0,2023-09-26,4.9717
1632,32,109,10,6227.0,2023-05-31,5.0959
1633,12,92,4,337645.2,2024-10-14,5.6045
1634,24,110,1,2371.2,2023-06-20,4.793
1635,15,107,8,12107.0,2024-08-20,5.4547
1636,37,80,6,736575.85,2023-10-24,5.0065
1637,45,114,15,11989.0,2023-10-22,5.0528
1638,13,45,11,108941.0,2023-07-24,4.7457
1639,10,103,14,23796.55,2023-05-21,4.9858
1640,18,58,3,310150.3,2024-10-05,5.4686
1641,25,147,4,11514.0,2024-09-08,5.5702
1642,42,46,7,34886.0,2024-06-02,5.2416
1643,10,36,10,214713.3,2023-08-08,4.9217
1644,19,112,8,17448.0,2024-03-25,4.9869
1645,9,4,1,3212.9,2024-07-21,5.5543
1646,8,4,8,25702.25,2024-07-18,5.5426
1647,48,35,10,110055.0,2024-06-10,5.3666
1648,14,87,7,468019.0,2023-12-27,4.8306
1649,4,72,12,1136177.2,2023-11-11,4.9219
1650,34,125,4,12927.6,2023-06-16,4.8286
1651,47,67,12,1029469.0,2023-03-19,5.2679
1652,45,110,15,37433.0,2023-03-30,5.1254
1653,37,36,3,67804.0,2023-03-26,5.2921
1655,34,63,9,1196638.05,2024-08-04,5.7366
1656,35,137,4,12864.9,2023-04-27,5.015
1657,48,128,4,18603.0,2023-03-13,5.24
1658,2,141,15,68140.65,2023-06-30,4.8192
1659,9,107,10,15134.0,2023-04-23,5.0497
1660,31,79,1,62839.65,2023-07-18,4.804
1661,22,107,14,20127.65,2024-06-11,5.3524
1662,25,11,15,516305.05,2024-03-11,4.9777
1663,10,48,12,176836.0,2023-10-26,5.0055
1664,13,85,11,424366.0,2023-09-09,4.9835
1665,12,132,6,9378.0,2023-04-25,5.0613
1666,32,53,2,107350.0,2024-03-03,4.9596
1667,41,56,11,449232.2,2024-05-28,5.1538
1668,18,136,6,11841.0,2023-02-05,5.103
1669,2,32,11,130650.65,2024-02-12,4.9717
1670,48,70,7,240488.0,2023-07-16,4.7957
1671,1,92,7,621979.0,2023-10-14,5.0625
1672,41,8,3,14204.4,2024-06-04,5.2687
1673,31,143,6,26619.0,2024-08-24,5.5263
1674,43,3,13,117314.0,2024-04-08,5.0421
1675,41,149,4,4654.0,2024-10-30,5.7801
1676,23,2,13,181976.0,2023-07-10,4.8735
1677,31,107,2,2875.65,2024-04-22,5.2043
1678,19,125,1,3231.9,2024-03-18,5.0124
1679,43,116,11,26914.45,2023-07-04,4.8056
1680,48,69,1,45265.0,2024-07-11,5.41
1681,17,129,3,9309.05,2023-01-20,5.1986
1682,22,64,3,334517.0,2024-02-11,4.9717
1683,13,32,2,25005.0,2024-09-19,5.4189
1684,16,61,1,28019.0,2023-12-08,4.9158
1685,26,149,6,6982.0,2023-04-30,5.0007
1686,45,62,4,408888.0,2023-02-03,5.103
1687,3,93,12,1145437.8,2024-02-18,4.9761
1688,31,53,1,53675.0,2023-03-28,5.1733
1689,43,74,4,346234.0,2023-06-04,4.9558
1691,40,72,7,697652.0,2023-07-25,4.7496
1692,33,54,14,1616412.65,2023-12-10,4.9158
1693,35,61,13,364242.0,2023-03-30,5.1254
1694,41,49,12,159171.0,2023-02-08,5.2036
1695,34,129,15,46543.35,2024-04-15,5.1746
1696,25,90,8,601140.05,2023-03-03,5.2037
1697,7,110,9,21337.0,2024-03-09,4.9751
1698,26,9,14,528083.15,2023-11-03,4.891
1699,47,122,7,9257.0,2024-11-02,5.8073
1700,15,89,8,597952.8,2023-03-06,5.197
1701,49,49,7,92850.0,2023-02-06,5.1763
1702,27,33,1,6380.2,2023-10-01,5.0076
1703,23,10,4,121725.4,2024-02-22,4.9419
1704,41,22,9,337322.2,2023-12-19,4.8663
1705,31,115,14,11628.0,2024-05-30,5.1972
1706,14,48,4,55997.75,2023-08-22,4.9431
1707,21,127,4,5887.15,2023-03-03,5.2037
1708,11,19,4,62442.55,2023-01-06,5.2855
1709,9,14,11,374225.9,2024-09-24,5.4702
1710,28,88,3,145009.0,2023-01-20,5.1986
1711,4,115,5,3945.35,2024-09-18,5.4767
1712,1,68,4,267588.0,2024-04-16,5.2635
1713,41,25,15,181897.0,2023-03-24,5.2921
1714,17,35,4,41820.9,2024-12-23,6.1612
1715,47,62,7,715554.0,2023-12-16,4.9397
1716,16,48,15,221045.0,2024-09-21,5.4775
1717,20,123,7,19439.0,2023-06-27,4.7903
1718,23,28,2,28517.0,2024-05-16,5.127
1719,35,91,6,809316.0,2023-12-15,4.9397
1720,39,11,8,289855.0,2024-07-21,5.5543
1721,16,64,3,334517.0,2024-01-08,4.885
1722,41,144,9,19927.0,2023-12-03,4.9191
1723,39,63,14,1861436.65,2023-04-07,5.0683
1724,23,130,11,43305.75,2023-04-10,5.0834
1725,26,69,5,226325.0,2024-10-31,5.7779
1726,21,60,11,1136448.9,2024-07-01,5.5893
1727,40,72,14,1395305.0,2023-01-03,5.3759
1728,29,46,14,66284.35,2023-01-08,5.2855
1729,36,55,1,104487.65,2023-08-02,4.8083
1730,30,93,8,803816.0,2023-11-17,4.8849
1731,1,3,9,81218.0,2023-12-05,4.9522
1732,31,45,8,79230.0,2023-11-07,4.867
1733,40,37,14,84948.0,2024-12-05,5.9849
1734,17,115,7,5523.3,2023-01-31,5.0993
1735,49,52,12,156226.55,2023-05-16,4.9122
1736,26,7,6,111257.35,2023-01-22,5.1986
1737,37,119,14,45581.0,2024-07-23,5.5807
1738,9,89,6,472068.0,2023-08-21,4.9847
1739,6,1,14,463715.0,2024-11-09,5.7648
1740,6,138,11,46014.0,2023-05-18,4.9647
1741,6,30,12,386974.0,2024-02-14,4.9723
1742,45,82,12,619608.0,2024-04-23,5.1626
1743,23,76,2,281576.2,2024-05-03,5.0668
1744,5,85,1,36650.05,2024-07-20,5.5543
1745,5,2,14,186175.3,2023-03-22,5.2648
1747,29,148,4,18184.9,2023-01-13,5.1146
1748,3,83,3,404412.0,2024-08-21,5.4707
1749,3,99,3,305710.0,2024-03-08,4.9751
1750,28,95,11,767888.0,2023-10-22,5.0528
1751,36,115,5,3945.35,2024-10-15,5.6378
1752,27,97,5,676675.0,2023-05-21,4.9858
1753,42,27,13,203916.55,2024-09-22,5.4775
1754,45,146,8,3968.0,2024-02-08,4.9804
1755,45,101,9,3962.45,2023-11-03,4.891
1756,27,126,4,10708.0,2024-03-05,4.9488
1757,11,47,12,73476.0,2024-08-26,5.4921
1758,10,68,4,267588.0,2024-11-09,5.7648
1759,3,96,7,469628.7,2023-07-25,4.7496
1760,1,57,4,475162.0,2024-01-28,4.9125
1761,21,89,12,896930.15,2023-07-10,4.8735
1762,38,71,5,618326.5,2023-03-31,5.0804
1763,47,55,8,879898.0,2023-10-08,5.1918
1764,16,107,4,5751.3,2023-10-31,5.0575
1765,2,133,6,11356.0,2024-06-15,5.363
1766,29,47,3,17450.55,2024-10-31,5.7779
1767,11,1,1,33123.0,2023-01-03,5.3759
1768,37,28,11,149001.8,2024-03-09,4.9751
1769,11,32,15,178160.15,2023-03-12,5.1822
1770,36,34,6,29505.0,2023-09-05,4.9705
1771,26,117,6,23387.1,2023-12-31,4.8413
1772,2,47,13,79598.0,2023-11-03,4.891
1773,35,140,3,8933.8,2024-01-03,4.9212
1774,37,101,14,6163.6,2023-12-26,4.8368
1775,2,19,14,218550.35,2024-11-28,5.9871
1776,31,45,7,65859.7,2024-06-22,5.4416
1777,42,27,8,125487.4,2024-08-25,5.5263
1778,38,56,11,449232.2,2023-11-02,5.0194
1779,9,68,7,444866.0,2023-09-02,4.9318
1780,49,129,6,18617.15,2024-05-24,5.1508
1781,6,46,5,23673.05,2024-02-14,4.9723
1782,12,3,4,34292.15,2024-08-09,5.5115
1783,4,37,9,51878.55,2024-06-22,5.4416
1784,15,27,1,15685.45,2024-04-08,5.0421
1785,24,103,5,8498.7,2023-03-05,5.2037
1786,31,149,9,10473.0,2024-08-07,5.6093
1787,7,126,5,13385.0,2024-05-18,5.1157
1788,1,134,8,37741.0,2023-04-10,5.0834
1789,35,67,2,162999.1,2024-12-18,6.1624
1790,27,56,8,343910.0,2024-06-26,5.5097
1791,47,103,9,15297.85,2024-11-23,5.8124
1792,45,78,10,1217616.0,2023-12-11,4.944
1793,42,149,3,3491.0,2023-04-07,5.0683
1794,26,68,3,190656.45,2024-08-04,5.7366
1795,3,18,3,75731.15,2024-06-05,5.2841
1796,40,88,13,628374.0,2024-10-28,5.6988
1797,47,1,6,198735.0,2023-12-17,4.9397
1798,25,138,7,29281.0,2023-04-11,5.0128
1799,1,109,10,5915.65,2023-10-01,5.0076
1800,8,71,8,989322.4,2023-08-31,4.9219
1801,6,26,4,65676.35,2023-07-27,4.7202
1802,9,111,7,29997.0,2024-08-15,5.4651
1803,2,75,12,393221.0,2024-08-08,5.6172
1804,13,66,15,188574.0,2024-05-05,5.0668
1805,48,60,12,1239762.35,2023-08-27,4.8772
1806,8,119,13,40209.7,2023-05-14,4.9234
1807,4,81,12,1392492.9,2024-01-09,4.8937
1808,39,21,5,43673.0,2024-06-10,5.3666
1809,3,78,1,115673.9,2023-10-21,5.0528
1810,9,48,8,117891.0,2024-08-12,5.4911
1811,49,98,15,1130896.15,2023-05-10,4.9547
1812,12,70,6,206133.0,2023-06-20,4.793
1813,5,124,12,45239.0,2023-06-04,4.9558
1814,2,107,8,12107.0,2023-01-27,5.0767
1815,49,67,12,1029469.0,2023-09-16,4.8689
1816,39,65,12,291357.4,2024-12-25,6.1541
1817,12,51,15,962385.0,2023-12-30,4.8413
1818,26,99,5,536333.0,2024-02-28,4.9557
1819,44,2,14,195974.0,2024-01-03,4.9212
1820,1,141,5,23909.0,2023-04-21,5.0497
1821,3,131,2,1927.0,2024-12-14,6.04
1822,10,61,6,168112.0,2023-07-06,4.8977
1823,38,131,6,5492.9,2024-10-06,5.4686
1824,37,72,1,99665.0,2024-04-03,5.0724
1825,43,96,10,670897.6,2023-12-31,4.8413
1826,21,92,10,888541.0,2024-10-27,5.6969
1827,36,67,5,428945.0,2024-07-28,5.6465
1828,23,124,15,56549.0,2023-10-31,5.0575
1829,15,21,1,8298.25,2023-09-29,5.0076
1830,46,51,4,256636.0,2023-03-14,5.2362
1831,24,136,2,3947.0,2023-02-13,5.1834
1832,5,56,1,42989.0,2023-01-03,5.3759
1833,21,74,6,519351.0,2024-11-10,5.7648
1834,16,45,9,89133.0,2024-06-12,5.3891
1835,28,8,8,39873.0,2023-08-09,4.9015
1836,46,86,5,444235.2,2023-02-21,5.2012
1837,30,49,7,92850.0,2023-07-17,4.8302
1838,34,52,10,137041.0,2023-04-19,5.0467
1839,10,114,13,9871.45,2023-01-08,5.2855
1840,27,44,6,61598.95,2024-06-23,5.4416
1841,31,118,1,4315.0,2024-12-13,6.04
1842,3,133,11,20820.0,2023-01-24,5.1696
1843,14,61,8,224149.0,2023-12-09,4.9158
1844,22,143,5,22182.0,2023-06-14,4.8462
1845,39,38,5,125690.7,2023-02-12,5.2526
1846,40,111,15,64278.0,2023-08-07,4.901
1847,15,32,5,62512.0,2023-05-06,4.9696
1848,49,6,14,165483.0,2023-12-11,4.944
1849,35,108,3,9535.15,2024-03-10,4.9751
1850,36,119,2,6186.4,2023-05-22,4.968
1851,22,58,14,1523544.0,2024-06-19,5.4647
1852,26,140,5,15673.0,2023-06-20,4.793
1853,44,27,5,78429.15,2023-08-12,4.8918
1854,48,143,6,26619.0,2024-02-10,4.9717
1855,41,103,15,25496.1,2023-01-19,5.2144
1856,2,95,13,907505.0,2024-03-03,4.9596
1857,47,86,3,280569.0,2023-05-29,4.9954
1858,47,55,15,1567317.6,2024-07-10,5.3967
1859,32,139,7,9475.3,2023-02-18,5.2012
1860,36,43,11,366761.75,2023-05-12,4.9234
1861,14,149,9,10473.0,2023-09-20,4.8487
1862,43,146,5,2480.0,2024-04-23,5.1626
1863,26,79,3,198441.0,2023-06-03,4.9558
1864,32,129,11,34131.6,2024-02-09,4.9717
